grid_id,A_lat,A_lon,B_lat,B_lon,C_lat,C_lon,D_lat,D_lon,centroid_lat,centroid_lon,mandal_name
TS_GRID_000030,17.365552231269493,78.61491192417007,17.373268398994977,78.61491192417007,17.373268398994977,78.62299676172714,17.365552231269493,78.62299676172714,17.369410315132235,78.61895434294861,Abdullapurmet
TS_GRID_000031,16.446548719559246,78.97816331771588,16.438794524119643,78.97816331771588,16.438794524119643,78.9781281487746,16.439642643408256,78.97787359591058,16.443810578503104,78.97714959514055,Achampet
TS_GRID_000032,16.462056180979438,78.9377391299305,16.469809446700804,78.9377391299305,16.469809446700804,78.94582396748758,16.462056180979438,78.94582396748758,16.46593281384012,78.94178154870905,Achampet
TS_GRID_000033,16.415530080438767,78.63860014031872,16.42328520442971,78.63860014031872,16.42328520442971,78.64668497787578,16.415530080438767,78.64668497787578,16.419407642434237,78.64264255909725,Achampet
TS_GRID_000034,16.462056180979438,78.85689075435975,16.469809446700804,78.85689075435975,16.469809446700804,78.86497559191683,16.462056180979438,78.86497559191683,16.46593281384012,78.86093317313829,Achampet
TS_GRID_000035,16.438794524119643,78.63860014031872,16.446548719559246,78.63860014031872,16.446548719559246,78.64668497787578,16.438794524119643,78.64668497787578,16.442671621839445,78.64264255909724,Achampet
TS_GRID_000036,16.485315047518224,78.90539977970221,16.49306738235522,78.90539977970221,16.49306738235522,78.91348461725929,16.485315047518224,78.91348461725929,16.489191214936724,78.90944219848075,Achampet
TS_GRID_000037,16.392262853438993,78.776042378789,16.40001890481363,78.776042378789,16.40001890481363,78.78412721634606,16.392262853438993,78.78412721634606,16.39614087912631,78.78008479756754,Achampet
TS_GRID_000038,16.431040019033237,78.8407210792456,16.438794524119643,78.8407210792456,16.438794524119643,78.84880591680268,16.431040019033237,78.84880591680268,16.43491727157644,78.84476349802412,Achampet
TS_GRID_000039,16.42328520442971,79.01858750550126,16.431040019033237,79.01858750550126,16.431040019033237,79.02667234305835,16.42328520442971,79.02667234305835,16.427162611731475,79.02262992427981,Achampet
TS_GRID_000040,16.446548719559246,78.82455140413144,16.454302605222384,78.82455140413144,16.454302605222384,78.83263624168853,16.446548719559246,78.83263624168853,16.450425662390813,78.82859382290998,Achampet
TS_GRID_000041,16.431040019033237,78.63860014031872,16.438794524119643,78.63860014031872,16.438794524119643,78.64668497787578,16.431040019033237,78.64668497787578,16.43491727157644,78.64264255909725,Achampet
TS_GRID_000042,16.485315047518224,78.74370302856069,16.49306738235522,78.74370302856069,16.49306738235522,78.75178786611777,16.485315047518224,78.75178786611777,16.489191214936724,78.74774544733923,Achampet
TS_GRID_000043,16.477562402256915,78.91348461725929,16.485315047518224,78.91348461725929,16.485315047518224,78.92156945481635,16.477562402256915,78.92156945481635,16.481438724887568,78.91752703603782,Achampet
TS_GRID_000044,16.446548719559246,78.63860014031872,16.454302605222384,78.63860014031872,16.454302605222384,78.64668497787578,16.446548719559246,78.64668497787578,16.450425662390813,78.64264255909725,Achampet
TS_GRID_000045,16.392262853438993,78.76795754123192,16.40001890481363,78.76795754123192,16.40001890481363,78.776042378789,16.392262853438993,78.776042378789,16.396140879126314,78.77199996001046,Achampet
TS_GRID_000046,16.49306738235522,78.79221205390314,16.50081940663841,78.79221205390314,16.50081940663841,78.80029689146022,16.49306738235522,78.80029689146022,16.496943394496817,78.79625447268168,Achampet
TS_GRID_000047,16.40001890481363,78.72753335344653,16.40777464719015,78.72753335344653,16.40777464719015,78.73561819100362,16.40001890481363,78.73561819100362,16.403896776001886,78.73157577222509,Achampet
TS_GRID_000048,16.485315047518224,78.78412721634606,16.49306738235522,78.78412721634606,16.49306738235522,78.79221205390314,16.485315047518224,78.79221205390314,16.489191214936724,78.7881696351246,Achampet
TS_GRID_000049,16.516322523025572,78.89731494214513,16.524073614870705,78.89731494214513,16.524073614870705,78.90539977970221,16.516322523025572,78.90539977970221,16.52019806894814,78.90135736092367,Achampet
TS_GRID_000050,16.415530080438767,78.85689075435975,16.415530080438767,78.86497559191683,16.408193984199773,78.86497559191683,16.408193984206015,78.86445851190994,16.411743238470248,78.8609298397083,Achampet
TS_GRID_000051,16.462056180979438,78.92965429237344,16.469809446700804,78.92965429237344,16.469809446700804,78.9377391299305,16.462056180979438,78.9377391299305,16.46593281384012,78.93369671115197,Achampet
TS_GRID_000052,16.431040019033237,78.85689075435975,16.438794524119643,78.85689075435975,16.438794524119643,78.85986343864415,16.438323409162678,78.86029164289658,16.434933058389454,78.85884130181594,Achampet
TS_GRID_000053,16.49306738235522,78.90539977970221,16.50081940663841,78.90539977970221,16.50081940663841,78.91348461725929,16.49306738235522,78.91348461725929,16.496943394496817,78.90944219848075,Achampet
TS_GRID_000054,16.477562402256915,78.98624815527296,16.485315047518224,78.98624815527296,16.485315047518224,78.99433299283004,16.477562402256915,78.99433299283004,16.481438724887568,78.99029057405151,Achampet
TS_GRID_000055,16.50081940663841,78.776042378789,16.508571120238337,78.776042378789,16.508571120238337,78.78412721634606,16.50081940663841,78.78412721634606,16.504695263438375,78.78008479756753,Achampet
TS_GRID_000056,16.40001890481363,78.62243046520456,16.40001890481363,78.63051530276162,16.392262853438993,78.63051530276162,16.392262853438993,78.62338512437294,16.39619752363064,78.62653436123671,Achampet
TS_GRID_000057,16.40777464719015,78.73561819100362,16.415530080438767,78.73561819100362,16.415530080438767,78.74370302856069,16.40777464719015,78.74370302856069,16.411652363814458,78.73966060978215,Achampet
TS_GRID_000058,16.49306738235522,78.91348461725929,16.50081940663841,78.91348461725929,16.50081940663841,78.92156945481635,16.49306738235522,78.92156945481635,16.496943394496814,78.91752703603782,Achampet
TS_GRID_000059,16.454302605222384,79.0105026679442,16.462056180979438,79.0105026679442,16.462056180979438,79.01858750550126,16.454302605222384,79.01858750550126,16.458179393100917,79.01454508672273,Achampet
TS_GRID_000060,16.50081940663841,78.87306042947391,16.508571120238337,78.87306042947391,16.508571120238337,78.88114526703097,16.50081940663841,78.88114526703097,16.504695263438375,78.87710284825245,Achampet
TS_GRID_000061,16.635670555198832,79.42169790511154,16.64341684157774,79.42169790511154,16.64341684157774,79.4297827426686,16.635670555198832,79.4297827426686,16.639543698388284,79.42574032389008,Adavidevulapally
TS_GRID_000062,16.674398855198497,79.55914014358183,16.674398855198497,79.55105530602475,16.67798927691331,79.55105530602475,16.677826128252462,79.55168469790416,16.676081505096978,79.55481835865976,Adavidevulapally
TS_GRID_000063,16.682143574985606,79.46212209289692,16.689887981067823,79.46212209289692,16.689887981067823,79.470206930454,16.682143574985606,79.470206930454,16.686015778026714,79.46616451167546,Adavidevulapally
TS_GRID_000064,16.674398855198497,79.55105530602475,16.674398855198497,79.54297046846769,16.679957394928007,79.54297046846769,16.67977490826649,79.54376618501738,16.677258461428487,79.54656058217759,Adavidevulapally
TS_GRID_000065,16.658908475024884,79.49446144312522,16.666653821835315,79.49446144312522,16.666653821835315,79.50254628068231,16.658908475024884,79.50254628068231,16.6627811484301,79.49850386190376,Adavidevulapally
TS_GRID_000066,16.705375851602543,79.48637660556814,16.713119315797574,79.48637660556814,16.713119315797574,79.49446144312522,16.705375851602543,79.49446144312522,16.70924758370006,79.49041902434669,Adavidevulapally
TS_GRID_000067,16.627923955888285,79.4297827426686,16.635670555198832,79.4297827426686,16.635670555198832,79.4378675802257,16.627923955888285,79.4378675802257,16.63179725554356,79.43382516144715,Adavidevulapally
TS_GRID_000068,16.627923955888285,79.47829176801108,16.627923955888285,79.48637660556814,16.625612141943694,79.48637660556814,16.62430721966158,79.48416674866,16.62588015210335,79.48195402613065,Adavidevulapally
TS_GRID_000069,16.64341684157774,79.470206930454,16.65116281489606,79.470206930454,16.65116281489606,79.47829176801108,16.64341684157774,79.47829176801108,16.6472898282369,79.47424934923254,Adavidevulapally
TS_GRID_000070,16.689887981067823,79.51063111823937,16.697632073316385,79.51063111823937,16.697632073316385,79.51871595579645,16.689887981067823,79.51871595579645,16.693760027192106,79.51467353701791,Adavidevulapally
TS_GRID_000071,16.682143574985606,79.53488563091061,16.6895243278638,79.53488563091061,16.68934855799182,79.53684426133032,16.689216767227865,79.53683223438848,16.68527184922224,79.53650840651964,Adavidevulapally
TS_GRID_000072,16.69051145478071,79.53488563091061,16.69009085501328,79.53478777337341,16.689887981067823,79.53474057153757,16.689887981067823,79.52680079335352,16.693436692878837,79.53005905056571,Adavidevulapally
TS_GRID_000073,16.666653821835315,79.51063111823937,16.674398855198497,79.51063111823937,16.674398855198497,79.51871595579645,16.666653821835315,79.51871595579645,16.670526338516908,79.51467353701791,Adavidevulapally
TS_GRID_000074,16.627923955888285,79.470206930454,16.635670555198832,79.470206930454,16.635670555198832,79.47829176801108,16.627923955888285,79.47829176801108,16.631797255543557,79.47424934923254,Adavidevulapally
TS_GRID_000075,16.65116281489606,79.53488563091061,16.658908475024884,79.53488563091061,16.658908475024884,79.54297046846769,16.65116281489606,79.54297046846769,16.655035644960474,79.53892804968915,Adavidevulapally
TS_GRID_000076,16.666653821835315,79.52680079335352,16.674398855198497,79.52680079335352,16.674398855198497,79.53488563091061,16.666653821835315,79.53488563091061,16.670526338516904,79.53084321213205,Adavidevulapally
TS_GRID_000077,16.666653821835315,79.54297046846769,16.674398855198497,79.54297046846769,16.674398855198497,79.55105530602475,16.666653821835315,79.55105530602475,16.670526338516908,79.54701288724621,Adavidevulapally
TS_GRID_000078,16.65116281489606,79.4297827426686,16.651467447441945,79.4297827426686,16.651353510321123,79.43209003576123,16.65116281489606,79.43460240534303,16.651270384107995,79.43146219591569,Adavidevulapally
TS_GRID_000079,16.697632073316385,79.45403725533984,16.697632073316385,79.44743471512554,16.70341898358891,79.45063544713325,16.703781970587205,79.45311614946588,16.700312664317625,79.45149210848244,Adavidevulapally
TS_GRID_000080,16.72348567446501,79.53488563091061,16.723481759180807,79.53493256625413,16.723392797248483,79.53577839141037,16.72149073811069,79.53557167507496,16.722412272533482,79.5352660536813,Adavidevulapally
TS_GRID_000081,16.713119315797574,79.48637660556814,16.713119315797574,79.47829176801108,16.72086246577279,79.47829176801108,16.72086246577279,79.47940490794085,16.716613066338347,79.48222687529825,Adavidevulapally
TS_GRID_000082,16.65116281489606,79.57530981869598,16.658908475024884,79.57530981869598,16.658908475024884,79.58339465625305,16.658254578620053,79.58339465625305,16.655941500030902,79.57821773875959,Adavidevulapally
TS_GRID_000083,16.666653821835315,79.57530981869598,16.668606824067226,79.57530981869598,16.666653821835315,79.57723947636165,16.666653821835315,79.57530981869598,16.667304822579283,79.57595303791787,Adavidevulapally
TS_GRID_000084,16.658908475024884,79.55105530602475,16.666653821835315,79.55105530602475,16.666653821835315,79.55914014358183,16.658908475024884,79.55914014358183,16.6627811484301,79.55509772480329,Adavidevulapally
TS_GRID_000085,16.72086246577279,79.51871595579645,16.72086246577279,79.51731801144042,16.7215825558188,79.51663141842998,16.72158425403101,79.51662979785957,16.72226095059642,79.5175991315036,Adavidevulapally
TS_GRID_000086,16.65116281489606,79.48637660556814,16.658908475024884,79.48637660556814,16.658908475024884,79.49446144312522,16.65116281489606,79.49446144312522,16.655035644960474,79.49041902434668,Adavidevulapally
TS_GRID_000087,16.666653821835315,79.4378675802257,16.674398855198497,79.4378675802257,16.674398855198497,79.44595241778278,16.666653821835315,79.44595241778278,16.670526338516908,79.44190999900424,Adavidevulapally
TS_GRID_000088,16.627923955888285,79.4378675802257,16.635670555198832,79.4378675802257,16.635670555198832,79.44595241778278,16.627923955888285,79.44595241778278,16.631797255543557,79.44190999900424,Adavidevulapally
TS_GRID_000089,16.635670555198832,79.53488563091061,16.635670555198832,79.54297046846769,16.633463153971835,79.54297046846769,16.633369674039276,79.54270912974674,16.633931595413216,79.5385323795391,Adavidevulapally
TS_GRID_000090,16.635670555198832,79.4297827426686,16.64341684157774,79.4297827426686,16.64341684157774,79.4378675802257,16.635670555198832,79.4378675802257,16.639543698388287,79.43382516144716,Adavidevulapally
TS_GRID_000091,17.43579692053592,79.35291239574542,17.443510123477772,79.35291239574542,17.443510123477772,79.36099723330248,17.43579692053592,79.36099723330248,17.439653522006846,79.35695481452396,Addagudur
TS_GRID_000092,17.420369536394595,79.41759109620202,17.42808339146619,79.41759109620202,17.42808339146619,79.42150690921727,17.422391985859637,79.42332815217502,17.42394418076764,79.4201846153217,Addagudur
TS_GRID_000093,17.350930191474024,79.44993044643033,17.35353096110146,79.44993044643033,17.350930191474024,79.45236159100706,17.350930191474024,79.44993044643033,17.351797114683173,79.4507408279559,Addagudur
TS_GRID_000094,17.374079566986694,79.31248820796003,17.38179537542143,79.31248820796003,17.38179537542143,79.32057304551711,17.374079566986694,79.32057304551711,17.377937471204067,79.31653062673857,Addagudur
TS_GRID_000095,17.466647774276307,79.36908207085956,17.474359671447036,79.36908207085956,17.474359671447036,79.37716690841663,17.466647774276307,79.37716690841663,17.470503722861668,79.37312448963809,Addagudur
TS_GRID_000096,17.38179537542143,79.34482755818833,17.389510858611025,79.34482755818833,17.389510858611025,79.35291239574542,17.38179537542143,79.35291239574542,17.385653117016226,79.34886997696687,Addagudur
TS_GRID_000097,17.466647774276307,79.34482755818833,17.466647774276307,79.34362201517239,17.467624442204023,79.34405175028996,17.46859420380559,79.34482755818833,17.46733788821543,79.34439290095742,Addagudur
TS_GRID_000098,17.374079566986694,79.40950625864494,17.38179537542143,79.40950625864494,17.38179537542143,79.41759109620202,17.374079566986694,79.41759109620202,17.377937471204067,79.41354867742348,Addagudur
TS_GRID_000099,17.350930191474024,79.36908207085956,17.358646974886728,79.36908207085956,17.358646974886728,79.37716690841663,17.350930191474024,79.37716690841663,17.354788583180376,79.37312448963809,Addagudur
TS_GRID_000100,17.42808339146619,79.32057304551711,17.420369536394595,79.32057304551711,17.420369536394595,79.31916023047874,17.420387660059067,79.31916455260549,17.424117587821605,79.3200185982508,Addagudur
TS_GRID_000101,17.350930191474024,79.41759109620202,17.350930191474024,79.4256759337591,17.346062470412328,79.4256759337591,17.34610502242819,79.41759109620202,17.348506953380113,79.42163943041842,Addagudur
TS_GRID_000102,17.420369536394595,79.32057304551711,17.42808339146619,79.32057304551711,17.42808339146619,79.32865788307419,17.420369536394595,79.32865788307419,17.424226463930392,79.32461546429565,Addagudur
TS_GRID_000103,17.412655355447193,79.38525174597372,17.420369536394595,79.38525174597372,17.420369536394595,79.3933365835308,17.412655355447193,79.3933365835308,17.416512445920898,79.38929416475224,Addagudur
TS_GRID_000104,17.443510123477772,79.34482755818833,17.451223000165758,79.34482755818833,17.451223000165758,79.35291239574542,17.443510123477772,79.35291239574542,17.447366561821763,79.34886997696687,Addagudur
TS_GRID_000105,17.389510858611025,79.40950625864494,17.39722601642929,79.40950625864494,17.39722601642929,79.41269957037456,17.39656345407744,79.41283920900324,17.392893948915898,79.41195410297524,Addagudur
TS_GRID_000106,17.350930191474024,79.40950625864494,17.358646974886728,79.40950625864494,17.358646974886728,79.41759109620202,17.350930191474024,79.41759109620202,17.354788583180376,79.41354867742348,Addagudur
TS_GRID_000107,17.374079566986694,79.32057304551711,17.38179537542143,79.32057304551711,17.38179537542143,79.32865788307419,17.374079566986694,79.32865788307419,17.377937471204067,79.32461546429565,Addagudur
TS_GRID_000108,17.389510858611025,79.40142142108786,17.39722601642929,79.40142142108786,17.39722601642929,79.40950625864494,17.389510858611025,79.40950625864494,17.39336843752016,79.4054638398664,Addagudur
TS_GRID_000109,17.366363433433047,79.35291239574542,17.374079566986694,79.35291239574542,17.374079566986694,79.36099723330248,17.366363433433047,79.36099723330248,17.370221500209873,79.35695481452396,Addagudur
TS_GRID_000110,17.412655355447193,79.32057304551711,17.420369536394595,79.32057304551711,17.420369536394595,79.32865788307419,17.412655355447193,79.32865788307419,17.416512445920898,79.32461546429565,Addagudur
TS_GRID_000111,17.443510123477772,79.40950625864494,17.44754446112925,79.40950625864494,17.446036781733753,79.4107539907939,17.443510123477772,79.4120173242947,17.444947270688473,79.41038889434034,Addagudur
TS_GRID_000112,17.38179537542143,79.31248820796003,17.389510858611025,79.31248820796003,17.389510858611025,79.32057304551711,17.38179537542143,79.32057304551711,17.38565311701623,79.31653062673858,Addagudur
TS_GRID_000113,17.420369536394595,79.37716690841663,17.42808339146619,79.37716690841663,17.42808339146619,79.38525174597372,17.420369536394595,79.38525174597372,17.424226463930395,79.38120932719517,Addagudur
TS_GRID_000114,17.39722601642929,79.40142142108786,17.40494084875005,79.40142142108786,17.40494084875005,79.40950625864494,17.39722601642929,79.40950625864494,17.401083432589672,79.4054638398664,Addagudur
TS_GRID_000115,17.350930191474024,79.38525174597372,17.350930191474024,79.3933365835308,17.346369403962097,79.3933365835308,17.346328001326274,79.39299984281794,17.348277087354393,79.38910769265554,Addagudur
TS_GRID_000116,17.350930191474024,79.3933365835308,17.358646974886728,79.3933365835308,17.358646974886728,79.40142142108786,17.350930191474024,79.40142142108786,17.354788583180376,79.39737900230932,Addagudur
TS_GRID_000117,17.366363433433047,79.40142142108786,17.374079566986694,79.40142142108786,17.374079566986694,79.40950625864494,17.366363433433047,79.40950625864494,17.370221500209873,79.4054638398664,Addagudur
TS_GRID_000118,17.482071241860226,79.36099723330248,17.484082518088606,79.36099723330248,17.48432825896548,79.36157648018008,17.485113480824296,79.36303984898014,17.483230178866528,79.36393731071679,Addagudur
TS_GRID_000119,17.366363433433047,79.32057304551711,17.374079566986694,79.32057304551711,17.374079566986694,79.32865788307419,17.366363433433047,79.32865788307419,17.370221500209873,79.32461546429565,Addagudur
TS_GRID_000120,17.374079566986694,79.32865788307419,17.38179537542143,79.32865788307419,17.38179537542143,79.33674272063126,17.374079566986694,79.33674272063126,17.377937471204067,79.33270030185273,Addagudur
TS_GRID_000121,16.54274447554667,77.99708709615314,16.550494506427814,77.99708709615314,16.550494506427814,78.0051719337102,16.54274447554667,78.0051719337102,16.54661949098724,78.00112951493166,Addakal
TS_GRID_000122,16.53499413328251,77.90006904546823,16.54274447554667,77.90006904546823,16.54274447554667,77.90815388302529,16.53499413328251,77.90815388302529,16.53886930441459,77.90411146424677,Addakal
TS_GRID_000123,16.53499413328251,77.875814532797,16.53434105409138,77.875814532797,16.534346515036628,77.87581044772475,16.53483348739974,77.87544616944282,16.53477677972889,77.87565115574104,Addakal
TS_GRID_000124,16.53499413328251,77.95666290836776,16.54274447554667,77.95666290836776,16.54274447554667,77.96474774592483,16.53499413328251,77.96474774592483,16.53886930441459,77.9607053271463,Addakal
TS_GRID_000125,16.449719854099516,77.875814532797,16.45747361303641,77.875814532797,16.45747361303641,77.88389937035409,16.449719854099516,77.88389937035409,16.453596733567963,77.87985695157553,Addakal
TS_GRID_000126,16.519492515122383,77.98091742103898,16.527243479764635,77.98091742103898,16.527243479764635,77.98900225859606,16.519492515122383,77.98900225859606,16.523367997443508,77.98495983981752,Addakal
TS_GRID_000127,16.449719854099516,77.88389937035409,16.45747361303641,77.88389937035409,16.45747361303641,77.89198420791115,16.45124106709867,77.89198420791115,16.453714120714213,77.88782151432443,Addakal
TS_GRID_000128,16.565993633523934,77.98091742103898,16.565993633523934,77.9728325834819,16.57325414541759,77.9728325834819,16.573170151957168,77.97364765325591,16.569154403377226,77.97669519755702,Addakal
TS_GRID_000129,16.496237755743156,77.94857807081068,16.50398965298224,77.94857807081068,16.50398965298224,77.95666290836776,16.496237755743156,77.95666290836776,16.500113704362697,77.95262048958922,Addakal
TS_GRID_000130,16.472980200903333,77.93240839569653,16.480733029574214,77.93240839569653,16.480733029574214,77.9346946228434,16.480613354114503,77.93458230862117,16.47717428878941,77.93326780019359,Addakal
TS_GRID_000131,16.573742729480447,77.99708709615314,16.573742729480447,77.99501563838078,16.57397156983228,77.99546653563844,16.574101140395747,77.99547483725205,16.57405484983921,77.99633750749773,Addakal
TS_GRID_000132,16.53499413328251,77.875814532797,16.54274447554667,77.875814532797,16.54274447554667,77.88389937035409,16.53499413328251,77.88389937035409,16.53886930441459,77.87985695157553,Addakal
TS_GRID_000133,16.496237755743156,77.91623872058238,16.50398965298224,77.91623872058238,16.50398965298224,77.92432355813945,16.496237755743156,77.92432355813945,16.500113704362693,77.92028113936092,Addakal
TS_GRID_000134,16.511741239485122,77.96474774592483,16.519492515122383,77.96474774592483,16.519492515122383,77.9728325834819,16.511741239485122,77.9728325834819,16.515616877303753,77.96879016470336,Addakal
TS_GRID_000135,16.496237755743156,77.96474774592483,16.496237755743156,77.96496503373412,16.49618821599277,77.96485317222981,16.495947666199104,77.9650246946715,16.494145315597702,77.96508815412675,Addakal
TS_GRID_000136,16.55824422579665,77.93240839569653,16.565993633523934,77.93240839569653,16.565993633523934,77.9404932332536,16.55824422579665,77.9404932332536,16.562118929660294,77.93645081447507,Addakal
TS_GRID_000137,16.527243479764635,77.9404932332536,16.53499413328251,77.9404932332536,16.53499413328251,77.94857807081068,16.527243479764635,77.94857807081068,16.531118806523573,77.94453565203214,Addakal
TS_GRID_000138,16.527243479764635,77.89198420791115,16.525325387442038,77.89198420791115,16.52537039685915,77.89186058812757,16.52542702312286,77.89169169022452,16.52651562377462,77.89004604551589,Addakal
TS_GRID_000139,16.550494506427814,78.0051719337102,16.552368478441878,78.0051719337102,16.55126852686407,78.0062537712158,16.550494506427814,78.00703541617968,16.55111749756474,78.00579076570746,Addakal
TS_GRID_000140,16.565993633523934,77.9728325834819,16.565993633523934,77.96474774592483,16.57083110039936,77.96474774592483,16.571672198149994,77.96532606922604,16.569657636711124,77.96890030727481,Addakal
TS_GRID_000141,16.455953255053647,77.92432355813945,16.45589102808617,77.9243474150481,16.455797855692012,77.92447901899939,16.455735087965884,77.92458139027559,16.453150529986686,77.92466015162519,Addakal
TS_GRID_000142,16.55824422579665,77.95666290836776,16.55824422579665,77.94857807081068,16.565993633523934,77.94857807081068,16.565993633523934,77.9497395173347,16.561300493521966,77.95110504926676,Addakal
TS_GRID_000143,16.55824422579665,77.98091742103898,16.565993633523934,77.98091742103898,16.565993633523934,77.98900225859606,16.55824422579665,77.98900225859606,16.562118929660294,77.98495983981752,Addakal
